OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
17512,d71bac4b,9/6/2015 2:00,Wednesday,Sep,6,2015,2,10,2,2015,FELONY ASSAULT,FELONY,G,90,BROOKLYN,N.Y. HOUSING POLICE,999983,195658,"(40.703707008, -73.943257966)"
714269,3ea9eb51,2/13/2015 7:00,Friday,Feb,13,2015,7,3,3,2015,GRAND LARCENY,FELONY,E,71,BROOKLYN,N.Y. POLICE DEPT,996609,180771,"(40.6628509390001, -73.9554541159999)"
714270,cb25a544,2/13/2015 7:00,Friday,Feb,13,2015,7,3,4,2015,GRAND LARCENY,FELONY,E,26,MANHATTAN,N.Y. HOUSING POLICE,996894,236589,"(40.816057056, -73.954321942)"
714278,b61ae1b3,2/13/2015 8:00,Friday,Feb,13,2015,8,5,5,2015,GRAND LARCENY,FELONY,F,88,BROOKLYN,N.Y. POLICE DEPT,993127,189374,"(40.686468416, -73.9679934599999)"
715544,e01358d8,2/13/2015 13:51,Friday,Feb,13,2015,13,3,5,2015,GRAND LARCENY,FELONY,E,44,BRONX,N.Y. POLICE DEPT,1004530,242729,"(40.8328953810001, -73.926716496)"
725214,a346723f,4/16/2015 23:00,Thursday,Apr,16,2015,23,5,5,2015,FELONY ASSAULT,FELONY,F,79,BROOKLYN,N.Y. POLICE DEPT,998608,193487,"(40.697750458, -73.9482217409999)"
726167,d870b240,5/22/2015 7:00,Friday,May,22,2015,7,6,2,2015,GRAND LARCENY,FELONY,G,68,BROOKLYN,N.Y. POLICE DEPT,973027,165137,"(40.619940469, -74.040428114)"
726177,2b597a23,5/22/2015 8:00,Friday,May,22,2015,8,6,6,2015,GRAND LARCENY,FELONY,F,43,BRONX,N.Y. POLICE DEPT,1021938,241376,"(40.82912466, -73.86381764)"
730350,1f2cc74c,8/7/2015 0:20,Friday,Aug,7,2015,0,8,7,2015,GRAND LARCENY,FELONY,F,18,MANHATTAN,N.Y. POLICE DEPT,988648,215208,"(40.7573798720001, -73.984126607)"
730357,cca481e8,8/7/2015 0:45,Friday,Aug,7,2015,0,8,7,2015,ROBBERY,FELONY,F,83,BROOKLYN,N.Y. POLICE DEPT,1002901,192700,"(40.6955823210001, -73.932741946)"
730358,e70e0fa5,8/7/2015 0:55,Friday,Aug,7,2015,0,8,7,2015,ROBBERY,FELONY,G,115,QUEENS,N.Y. POLICE DEPT,1016026,211627,"(40.747494938, -73.885321074)"
730676,ecc402ed,8/7/2015 1:45,Friday,Aug,7,2015,1,8,7,2015,FELONY ASSAULT,FELONY,E,5,MANHATTAN,N.Y. POLICE DEPT,985644,201820,"(40.7206341090001, -73.994972495)"
730682,198f9973,8/7/2015 2:06,Friday,Aug,7,2015,2,8,7,2015,FELONY ASSAULT,FELONY,E,81,BROOKLYN,N.Y. POLICE DEPT,1006482,189763,"(40.6875126640001, -73.919837792)"
730987,c765824a,8/7/2015 2:10,Friday,Aug,7,2015,2,8,7,2015,FELONY ASSAULT,FELONY,G,28,MANHATTAN,N.Y. POLICE DEPT,996405,232464,"(40.8047357610001, -73.956096041)"
730988,acf6f746,8/7/2015 2:25,Friday,Aug,7,2015,2,8,7,2015,BURGLARY,FELONY,E,60,BROOKLYN,N.Y. POLICE DEPT,988863,150868,"(40.5807808600001, -73.983394569)"
730990,274ee363,8/7/2015 2:30,Friday,Aug,7,2015,2,8,7,2015,GRAND LARCENY,FELONY,G,70,BROOKLYN,N.Y. TRANSIT POLICE,998767,169858,"(40.6328938410001, -73.9476992099999)"
730997,dbe33d00,8/7/2015 3:30,Friday,Aug,7,2015,3,8,7,2015,ROBBERY,FELONY,G,122,STATEN ISLAND,N.Y. POLICE DEPT,958402,148411,"(40.5740003940001, -74.093045198)"
731307,3c89741e,8/7/2015 4:35,Friday,Aug,7,2015,4,8,7,2015,FELONY ASSAULT,FELONY,F,26,MANHATTAN,N.Y. POLICE DEPT,997004,236786,"(40.8165976070001, -73.953924166)"
731308,7e845df8,8/7/2015 4:45,Friday,Aug,7,2015,4,8,7,2015,FELONY ASSAULT,FELONY,F,83,BROOKLYN,N.Y. POLICE DEPT,1002447,193759,"(40.698489974, -73.9343763059999)"
731311,751e3116,8/7/2015 5:30,Friday,Aug,7,2015,5,8,7,2015,ROBBERY,FELONY,E,50,BRONX,N.Y. HOUSING POLICE,1010206,258125,"(40.875137942, -73.906145787)"
731312,88c7292b,8/7/2015 6:25,Friday,Aug,7,2015,6,8,8,2015,BURGLARY,FELONY,E,76,BROOKLYN,N.Y. POLICE DEPT,984202,189287,"(40.686234072, -74.000174519)"
731313,bf1c8af6,8/7/2015 6:30,Friday,Aug,7,2015,6,8,8,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,43,BRONX,N.Y. POLICE DEPT,1027406,241363,"(40.829063955, -73.844059403)"
731316,c72d0f0e,8/7/2015 7:00,Friday,Aug,7,2015,7,8,7,2015,BURGLARY,FELONY,F,68,BROOKLYN,N.Y. POLICE DEPT,980357,169239,"(40.6312058550001, -74.01402689)"
731319,113c6157,8/7/2015 7:00,Friday,Aug,7,2015,7,8,8,2015,GRAND LARCENY,FELONY,E,28,MANHATTAN,N.Y. POLICE DEPT,999393,233707,"(40.808142838, -73.945300203)"
731637,22874e3a,8/7/2015 8:00,Friday,Aug,7,2015,8,8,7,2015,BURGLARY,FELONY,G,106,QUEENS,N.Y. POLICE DEPT,1035591,188430,"(40.6837329110001, -73.8148875859999)"
731643,486dfaae,8/7/2015 8:30,Friday,Aug,7,2015,8,8,7,2015,BURGLARY,FELONY,G,68,BROOKLYN,N.Y. POLICE DEPT,973606,166487,"(40.623646652, -74.0383446119999)"
731645,24f57747,8/7/2015 8:30,Friday,Aug,7,2015,8,8,7,2015,GRAND LARCENY,FELONY,E,17,MANHATTAN,N.Y. POLICE DEPT,992159,215346,"(40.757756204, -73.971453282)"
731648,3e4e6fe8,8/7/2015 8:45,Friday,Aug,7,2015,8,8,7,2015,BURGLARY,FELONY,F,83,BROOKLYN,N.Y. POLICE DEPT,1004128,194687,"(40.701033501, -73.92831126)"
731649,e744f8b3,8/7/2015 8:45,Friday,Aug,7,2015,8,8,7,2015,GRAND LARCENY,FELONY,E,1,MANHATTAN,N.Y. TRANSIT POLICE,980482,197208,"(40.707974575, -74.013592186)"
731963,db045e61,8/7/2015 9:30,Friday,Aug,7,2015,9,8,7,2015,BURGLARY,FELONY,E,104,QUEENS,N.Y. POLICE DEPT,1009807,194444,"(40.700351944, -73.90783083)"
731964,945c48b2,8/7/2015 9:30,Friday,Aug,7,2015,9,8,7,2015,BURGLARY,FELONY,E,14,MANHATTAN,N.Y. POLICE DEPT,988584,214165,"(40.754517133, -73.984358291)"
731966,225373f1,8/7/2015 9:40,Friday,Aug,7,2015,9,8,7,2015,GRAND LARCENY,FELONY,G,49,BRONX,N.Y. POLICE DEPT,1029933,251917,"(40.8580188400001, -73.8348563389999)"
732278,b3c981be,8/7/2015 10:35,Friday,Aug,7,2015,10,8,7,2015,ROBBERY,FELONY,G,26,MANHATTAN,N.Y. POLICE DEPT,996351,236132,"(40.814803479, -73.956284484)"
732292,fc6cf243,8/7/2015 11:45,Friday,Aug,7,2015,11,8,7,2015,FELONY ASSAULT,FELONY,G,75,BROOKLYN,N.Y. POLICE DEPT,1017165,183047,"(40.6690454970001, -73.8813501069999)"
732600,814dba44,8/7/2015 12:00,Friday,Aug,7,2015,12,10,8,2015,GRAND LARCENY,FELONY,G,88,BROOKLYN,N.Y. POLICE DEPT,992943,191513,"(40.6923396620001, -73.968654153)"
732608,f86173c2,8/7/2015 12:20,Friday,Aug,7,2015,12,8,7,2015,FELONY ASSAULT,FELONY,F,79,BROOKLYN,N.Y. POLICE DEPT,1000460,194494,"(40.700511239, -73.941540394)"
732609,7271017a,8/7/2015 12:30,Friday,Aug,7,2015,12,11,5,2015,GRAND LARCENY,FELONY,E,13,MANHATTAN,N.Y. POLICE DEPT,987356,208427,"(40.7387682770001, -73.988793288)"
732611,6b14dc03,8/7/2015 12:40,Friday,Aug,7,2015,12,8,7,2015,BURGLARY,FELONY,E,45,BRONX,N.Y. POLICE DEPT,1030244,245870,"(40.841420026, -73.833773552)"
732614,bbc778c6,8/7/2015 12:59,Friday,Aug,7,2015,12,8,7,2015,GRAND LARCENY,FELONY,G,84,BROOKLYN,N.Y. POLICE DEPT,989096,190491,"(40.68953745, -73.9825273169999)"
732615,46ce186b,8/7/2015 13:00,Friday,Aug,7,2015,13,8,8,2015,FELONY ASSAULT,FELONY,F,62,BROOKLYN,N.Y. POLICE DEPT,984513,161079,"(40.608809201, -73.999054238)"
732933,c94ea43f,8/7/2015 14:00,Friday,Aug,7,2015,14,8,7,2015,GRAND LARCENY,FELONY,E,13,MANHATTAN,N.Y. POLICE DEPT,987103,207735,"(40.736868993, -73.989706546)"
732936,8b83a974,8/7/2015 14:10,Friday,Aug,7,2015,14,8,7,2015,GRAND LARCENY,FELONY,F,10,MANHATTAN,N.Y. POLICE DEPT,985439,215912,"(40.7593131850001, -73.995709559)"
733246,19f9064a,8/7/2015 15:00,Friday,Aug,7,2015,15,8,7,2015,FELONY ASSAULT,FELONY,G,75,BROOKLYN,N.Y. POLICE DEPT,1014209,184772,"(40.6737907290001, -73.891998159)"
733247,e2a96c0f,8/7/2015 15:00,Friday,Aug,7,2015,15,8,7,2015,GRAND LARCENY,FELONY,F,102,QUEENS,N.Y. POLICE DEPT,1032639,198726,"(40.712009611, -73.825457248)"
733575,6124a631,8/7/2015 16:10,Friday,Aug,7,2015,16,8,7,2015,FELONY ASSAULT,FELONY,E,63,BROOKLYN,N.Y. POLICE DEPT,1006928,168552,"(40.629292015, -73.918300947)"
733576,12dd5488,8/7/2015 16:13,Friday,Aug,7,2015,16,8,7,2015,FELONY ASSAULT,FELONY,G,73,BROOKLYN,N.Y. POLICE DEPT,1007800,182559,"(40.667735909, -73.915110552)"
733582,b9086af1,8/7/2015 16:30,Friday,Aug,7,2015,16,8,8,2015,BURGLARY,FELONY,F,71,BROOKLYN,N.Y. POLICE DEPT,999833,182216,"(40.6668120570001, -73.94383005)"
733896,20f29988,8/7/2015 17:00,Friday,Aug,7,2015,17,8,7,2015,GRAND LARCENY,FELONY,E,5,MANHATTAN,N.Y. POLICE DEPT,984929,202496,"(40.7224896500001, -73.99755184)"
733911,4f9da070,8/7/2015 18:00,Friday,Aug,7,2015,18,8,8,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,F,26,MANHATTAN,N.Y. POLICE DEPT,996853,235377,"(40.8127305130001, -73.9544723399999)"
734217,a561e26,8/7/2015 18:25,Friday,Aug,7,2015,18,8,7,2015,GRAND LARCENY,FELONY,F,43,BRONX,N.Y. POLICE DEPT,1021239,240851,"(40.8276866420001, -73.866346334)"
734220,79e7b9ef,8/7/2015 18:30,Friday,Aug,7,2015,18,8,7,2015,GRAND LARCENY,FELONY,F,94,BROOKLYN,N.Y. POLICE DEPT,997286,203069,"(40.7240528190001, -73.952970759)"
734229,d72a2677,8/7/2015 18:40,Friday,Aug,7,2015,18,8,7,2015,GRAND LARCENY,FELONY,E,14,MANHATTAN,N.Y. POLICE DEPT,988217,215297,"(40.7576243570001, -73.985682275)"
734230,4e6b94fa,8/7/2015 18:45,Friday,Aug,7,2015,18,8,7,2015,BURGLARY,FELONY,E,105,QUEENS,N.Y. POLICE DEPT,1051915,184843,"(40.673777708, -73.756066451)"
734542,1d92b038,8/7/2015 19:22,Friday,Aug,7,2015,19,8,7,2015,GRAND LARCENY,FELONY,F,5,MANHATTAN,N.Y. POLICE DEPT,985393,200658,"(40.717444734, -73.995878192)"
734853,a2635e1f,8/7/2015 20:00,Friday,Aug,7,2015,20,8,8,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,102,QUEENS,N.Y. POLICE DEPT,1029684,198656,"(40.7118331460001, -73.8361166889999)"
734854,7dec61fa,8/7/2015 20:00,Friday,Aug,7,2015,20,8,8,2015,GRAND LARCENY,FELONY,E,17,MANHATTAN,N.Y. POLICE DEPT,992282,213788,"(40.753479778, -73.9710111649999)"
734857,f45b0a02,8/7/2015 20:09,Friday,Aug,7,2015,20,8,7,2015,BURGLARY,FELONY,G,46,BRONX,N.Y. POLICE DEPT,1011536,251248,"(40.856258661, -73.901364574)"
734869,c51f6170,8/7/2015 20:45,Friday,Aug,7,2015,20,8,8,2015,GRAND LARCENY,FELONY,G,40,BRONX,N.Y. POLICE DEPT,1005984,238108,"(40.820208596, -73.92147721)"
735173,ebae4a2d,8/7/2015 21:00,Friday,Aug,7,2015,21,8,8,2015,GRAND LARCENY,FELONY,F,5,MANHATTAN,N.Y. POLICE DEPT,985288,201452,"(40.7196240870001, -73.996256847)"
735184,fe6b9da0,8/7/2015 21:30,Friday,Aug,7,2015,21,8,7,2015,ROBBERY,FELONY,G,110,QUEENS,N.Y. POLICE DEPT,1023396,210250,"(40.743685869, -73.8587306169999)"
735189,51f49bd,8/7/2015 21:37,Friday,Aug,7,2015,21,8,7,2015,FELONY ASSAULT,FELONY,G,46,BRONX,N.Y. POLICE DEPT,1011698,251174,"(40.8560550510001, -73.900779259)"
735496,7a5249ed,8/7/2015 22:00,Friday,Aug,7,2015,22,8,8,2015,FELONY ASSAULT,FELONY,E,83,BROOKLYN,N.Y. POLICE DEPT,1004509,193552,"(40.6979173280001, -73.926940593)"
735497,6f9bd2fa,8/7/2015 22:00,Friday,Aug,7,2015,22,8,8,2015,GRAND LARCENY,FELONY,E,49,BRONX,N.Y. HOUSING POLICE,1023179,253066,"(40.861204861, -73.8592654889999)"
735499,e43b2d5,8/7/2015 22:10,Friday,Aug,7,2015,22,8,7,2015,GRAND LARCENY,FELONY,E,40,BRONX,N.Y. HOUSING POLICE,1009742,238332,"(40.8208133680001, -73.9078988369999)"
735506,d378030d,8/7/2015 22:41,Friday,Aug,7,2015,22,8,7,2015,ROBBERY,FELONY,E,30,MANHATTAN,N.Y. POLICE DEPT,998442,241170,"(40.828628253, -73.9487197299999)"
735507,a66485b7,8/7/2015 22:50,Friday,Aug,7,2015,22,8,7,2015,FELONY ASSAULT,FELONY,E,72,BROOKLYN,N.Y. POLICE DEPT,983246,176654,"(40.6515592420001, -74.003619692)"
735508,121a381d,8/7/2015 22:50,Friday,Aug,7,2015,22,8,8,2015,FELONY ASSAULT,FELONY,G,115,QUEENS,N.Y. POLICE DEPT,1017263,214046,"(40.754129946, -73.8808448409999)"
735512,32e4658,8/7/2015 23:00,Friday,Aug,7,2015,23,8,7,2015,ROBBERY,FELONY,E,83,BROOKLYN,N.Y. POLICE DEPT,1003744,192077,"(40.693870514, -73.9297037119999)"
735817,817ed189,8/7/2015 23:00,Friday,Aug,7,2015,23,8,7,2015,ROBBERY,FELONY,F,83,BROOKLYN,N.Y. POLICE DEPT,1002563,195287,"(40.702683737, -73.933953812)"
735818,eb60272a,8/7/2015 23:00,Friday,Aug,7,2015,23,8,8,2015,FELONY ASSAULT,FELONY,E,108,QUEENS,N.Y. POLICE DEPT,1003929,208557,"(40.739103748, -73.928988405)"
736139,c51cdf1e,8/18/2015 0:30,Tuesday,Aug,18,2015,0,9,2,2015,ROBBERY,FELONY,G,61,BROOKLYN,N.Y. POLICE DEPT,990058,155329,"(40.5930247160001, -73.9790887189999)"
737441,662aa980,8/18/2015 12:00,Tuesday,Aug,18,2015,12,9,3,2015,GRAND LARCENY,FELONY,F,5,MANHATTAN,N.Y. POLICE DEPT,985288,201452,"(40.7196240870001, -73.996256847)"
742910,204998f2,8/22/2015 10:00,Saturday,Aug,22,2015,10,9,2,2015,GRAND LARCENY,FELONY,G,13,MANHATTAN,N.Y. POLICE DEPT,985711,207920,"(40.737377112, -73.994729465)"
744507,6d07603c,8/22/2015 17:00,Saturday,Aug,22,2015,17,9,8,2015,GRAND LARCENY,FELONY,G,1,MANHATTAN,N.Y. POLICE DEPT,981309,200788,"(40.717801138, -74.010610857)"
746444,55ffb20f,10/6/2015 0:01,Tuesday,Oct,6,2015,0,10,6,2015,GRAND LARCENY,FELONY,G,49,BRONX,N.Y. POLICE DEPT,1030325,252178,"(40.8587331680001, -73.833437459)"
746448,17b1769f,10/6/2015 0:30,Tuesday,Oct,6,2015,0,10,6,2015,RAPE,FELONY,F,105,QUEENS,N.Y. POLICE DEPT,1057636,203954,"(40.72618713, -73.735233904)"
746449,d0b6dd1c,10/6/2015 0:30,Tuesday,Oct,6,2015,0,10,6,2015,BURGLARY,FELONY,E,14,MANHATTAN,N.Y. POLICE DEPT,989349,213435,"(40.7525130600001, -73.98159765)"
746761,4a2e4724,10/6/2015 2:00,Tuesday,Oct,6,2015,2,10,6,2015,ROBBERY,FELONY,E,42,BRONX,N.Y. POLICE DEPT,1014629,242866,"(40.8332424430001, -73.89022159)"
746767,d642226a,10/6/2015 3:21,Tuesday,Oct,6,2015,3,10,6,2015,BURGLARY,FELONY,G,110,QUEENS,N.Y. POLICE DEPT,1023998,210485,"(40.7443281990001, -73.856556724)"
746768,1c4629e3,10/6/2015 3:30,Tuesday,Oct,6,2015,3,10,6,2015,ROBBERY,FELONY,G,120,STATEN ISLAND,N.Y. HOUSING POLICE,959780,175052,"(40.647128347, -74.088181423)"
746772,d33970e8,10/6/2015 4:27,Tuesday,Oct,6,2015,4,10,6,2015,FELONY ASSAULT,FELONY,E,76,BROOKLYN,N.Y. POLICE DEPT,984110,188364,"(40.683700646, -74.000506225)"
746774,a585d813,10/6/2015 4:50,Tuesday,Oct,6,2015,4,10,6,2015,ROBBERY,FELONY,G,90,BROOKLYN,N.Y. POLICE DEPT,1000561,194639,"(40.7009090450001, -73.94117579)"
746779,2d3bf40b,10/6/2015 6:15,Tuesday,Oct,6,2015,6,10,6,2015,FELONY ASSAULT,FELONY,G,90,BROOKLYN,N.Y. POLICE DEPT,1000161,195682,"(40.7037725640001, -73.942615925)"
747080,b866d177,10/6/2015 7:00,Tuesday,Oct,6,2015,7,10,7,2015,GRAND LARCENY,FELONY,G,76,BROOKLYN,N.Y. POLICE DEPT,986841,188616,"(40.6843919510001, -73.990659313)"
747086,905b1669,10/6/2015 7:00,Tuesday,Oct,6,2015,7,10,6,2015,FELONY ASSAULT,FELONY,E,47,BRONX,N.Y. POLICE DEPT,1023314,263919,"(40.8909923670001, -73.858714156)"
747090,794104b6,10/6/2015 8:00,Tuesday,Oct,6,2015,8,11,8,2015,GRAND LARCENY,FELONY,F,62,BROOKLYN,N.Y. POLICE DEPT,986891,164732,"(40.618835544, -73.990488381)"
747403,b579a671,10/6/2015 9:00,Tuesday,Oct,6,2015,9,11,3,2015,GRAND LARCENY,FELONY,G,123,STATEN ISLAND,N.Y. POLICE DEPT,932284,144334,"(40.562695225, -74.187029314)"
747404,a68b10bc,10/6/2015 9:00,Tuesday,Oct,6,2015,9,10,6,2015,BURGLARY,FELONY,F,83,BROOKLYN,N.Y. POLICE DEPT,1000852,194727,"(40.701150044, -73.940126081)"
747406,a4cb44cf,10/6/2015 9:30,Tuesday,Oct,6,2015,9,10,6,2015,BURGLARY,FELONY,E,62,BROOKLYN,N.Y. POLICE DEPT,987177,162004,"(40.6113476570001, -73.9894593719999)"
747407,99ab6d7f,10/6/2015 9:30,Tuesday,Oct,6,2015,9,10,6,2015,BURGLARY,FELONY,E,62,BROOKLYN,N.Y. POLICE DEPT,987177,162004,"(40.6113476570001, -73.9894593719999)"
747409,e083bc7d,10/6/2015 9:38,Tuesday,Oct,6,2015,9,10,6,2015,ROBBERY,FELONY,F,52,BRONX,N.Y. POLICE DEPT,1012778,255259,"(40.867263716, -73.896857767)"
747412,8d2e0c3b,10/6/2015 9:48,Tuesday,Oct,6,2015,9,10,6,2015,BURGLARY,FELONY,E,14,MANHATTAN,N.Y. POLICE DEPT,988456,213931,"(40.7538749240001, -73.98482044)"
747725,eb3839c,10/6/2015 10:08,Tuesday,Oct,6,2015,10,10,6,2015,GRAND LARCENY,FELONY,F,18,MANHATTAN,N.Y. POLICE DEPT,988095,215517,"(40.7582282560001, -73.986122517)"
747729,110aafb8,10/6/2015 11:00,Tuesday,Oct,6,2015,11,10,8,2015,GRAND LARCENY,FELONY,G,63,BROOKLYN,N.Y. POLICE DEPT,1002105,168394,"(40.6288693710001, -73.935676853)"
747735,aa45e25d,10/6/2015 11:14,Tuesday,Oct,6,2015,11,10,6,2015,BURGLARY,FELONY,F,106,QUEENS,N.Y. POLICE DEPT,1033207,187752,"(40.6818854640001, -73.823488181)"
748045,6ecd792a,10/6/2015 11:45,Tuesday,Oct,6,2015,11,10,6,2015,GRAND LARCENY,FELONY,E,105,QUEENS,N.Y. POLICE DEPT,1053012,187109,"(40.6799888900001, -73.752088626)"
748048,735134e,10/6/2015 12:00,Tuesday,Oct,6,2015,12,11,7,2015,GRAND LARCENY,FELONY,E,115,QUEENS,N.Y. POLICE DEPT,1013895,214667,"(40.755846364, -73.892998497)"
748049,5e7e122f,10/6/2015 12:00,Tuesday,Oct,6,2015,12,10,6,2015,GRAND LARCENY,FELONY,F,18,MANHATTAN,N.Y. POLICE DEPT,987579,216989,"(40.762268728, -73.987984345)"
748053,fdfc48bc,10/6/2015 12:10,Tuesday,Oct,6,2015,12,10,6,2015,ROBBERY,FELONY,E,75,BROOKLYN,N.Y. POLICE DEPT,1012014,184342,"(40.672617632, -73.899912979)"
748057,af51e1af,10/6/2015 12:25,Tuesday,Oct,6,2015,12,10,6,2015,ROBBERY,FELONY,F,104,QUEENS,N.Y. POLICE DEPT,1009022,195981,"(40.7045728800001, -73.9106562549999)"
748059,88197f98,10/6/2015 12:30,Tuesday,Oct,6,2015,12,10,6,2015,GRAND LARCENY,FELONY,G,84,BROOKLYN,N.Y. POLICE DEPT,988992,189844,"(40.687761639, -73.982902785)"
748360,1123d775,10/6/2015 12:50,Tuesday,Oct,6,2015,12,10,6,2015,GRAND LARCENY,FELONY,E,109,QUEENS,N.Y. POLICE DEPT,1031307,216054,"(40.7595777980001, -73.8301407)"
748378,301a48f8,10/6/2015 14:00,Tuesday,Oct,6,2015,14,10,6,2015,GRAND LARCENY,FELONY,E,20,MANHATTAN,N.Y. POLICE DEPT,989795,223772,"(40.7808851840001, -73.9799793779999)"
748687,41d63d31,10/6/2015 14:30,Tuesday,Oct,6,2015,14,10,6,2015,FELONY ASSAULT,FELONY,F,41,BRONX,N.Y. POLICE DEPT,1012440,237118,"(40.817473083, -73.8981560679999)"
748688,3a15dc48,10/6/2015 14:32,Tuesday,Oct,6,2015,14,10,7,2015,GRAND LARCENY,FELONY,F,18,MANHATTAN,N.Y. POLICE DEPT,988344,215819,"(40.7590570560001, -73.985223541)"
748692,9e074ba9,10/6/2015 15:00,Tuesday,Oct,6,2015,15,10,6,2015,ROBBERY,FELONY,G,71,BROOKLYN,N.Y. POLICE DEPT,1002206,183027,"(40.6690335770001, -73.935274039)"
748694,14abccac,10/6/2015 15:00,Tuesday,Oct,6,2015,15,10,6,2015,GRAND LARCENY,FELONY,F,83,BROOKLYN,N.Y. POLICE DEPT,1002684,193282,"(40.6971802300001, -73.9335229019999)"
748696,8d5dbc39,10/6/2015 15:00,Tuesday,Oct,6,2015,15,10,7,2015,GRAND LARCENY,FELONY,F,49,BRONX,N.Y. POLICE DEPT,1024888,252302,"(40.859100212, -73.853091762)"
749005,a3676219,10/6/2015 15:20,Tuesday,Oct,6,2015,15,10,6,2015,FELONY ASSAULT,FELONY,G,71,BROOKLYN,N.Y. POLICE DEPT,1002206,183027,"(40.6690335770001, -73.935274039)"
749012,4fa65bd2,10/6/2015 15:30,Tuesday,Oct,6,2015,15,10,6,2015,FELONY ASSAULT,FELONY,E,44,BRONX,N.Y. POLICE DEPT,1004861,244407,"(40.8375002390001, -73.925515221)"
749014,a8602758,10/6/2015 15:35,Tuesday,Oct,6,2015,15,10,6,2015,ROBBERY,FELONY,G,103,QUEENS,N.Y. POLICE DEPT,1039781,191945,"(40.6933554600001, -73.7997513029999)"
749020,405ae761,10/6/2015 16:00,Tuesday,Oct,6,2015,16,10,7,2015,FELONY ASSAULT,FELONY,E,112,QUEENS,N.Y. POLICE DEPT,1026411,206956,"(40.7346308080001, -73.8478706929999)"
749327,c2160b2e,10/6/2015 16:00,Tuesday,Oct,6,2015,16,10,6,2015,RAPE,FELONY,F,42,BRONX,N.Y. POLICE DEPT,1008798,238971,"(40.8225699160001, -73.9113071689999)"
749330,9ded3c61,10/6/2015 16:20,Tuesday,Oct,6,2015,16,10,6,2015,GRAND LARCENY,FELONY,F,107,QUEENS,N.Y. POLICE DEPT,1032875,208852,"(40.7398016760001, -73.8245328099999)"
749339,9d88a446,10/6/2015 16:43,Tuesday,Oct,6,2015,16,10,6,2015,BURGLARY,FELONY,G,68,BROOKLYN,N.Y. POLICE DEPT,974123,163559,"(40.615610507, -74.0364778159999)"
749341,ae44b352,10/6/2015 17:00,Tuesday,Oct,6,2015,17,10,7,2015,BURGLARY,FELONY,E,68,BROOKLYN,N.Y. POLICE DEPT,978849,167916,"(40.6275737060001, -74.019458755)"
749645,b2e2ed3e,10/6/2015 17:00,Tuesday,Oct,6,2015,17,10,7,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,E,102,QUEENS,N.Y. POLICE DEPT,1021650,188056,"(40.682776249, -73.865154898)"
749647,5b07c5cc,10/6/2015 17:00,Tuesday,Oct,6,2015,17,10,6,2015,BURGLARY,FELONY,F,47,BRONX,N.Y. POLICE DEPT,1026323,261252,"(40.883658466, -73.847847932)"
749969,249c8e2d,10/6/2015 18:30,Tuesday,Oct,6,2015,18,10,6,2015,GRAND LARCENY,FELONY,E,103,QUEENS,N.Y. POLICE DEPT,1051874,199319,"(40.7135111440001, -73.756068937)"
749970,6a7bc293,10/6/2015 18:34,Tuesday,Oct,6,2015,18,10,6,2015,GRAND LARCENY,FELONY,E,5,MANHATTAN,N.Y. POLICE DEPT,984994,203338,"(40.7248007310001, -73.997317247)"
749971,b8317408,10/6/2015 18:40,Tuesday,Oct,6,2015,18,10,6,2015,GRAND LARCENY,FELONY,E,48,BRONX,N.Y. POLICE DEPT,1019444,245654,"(40.8408768140001, -73.872807133)"
749973,d85b1e83,10/6/2015 18:45,Tuesday,Oct,6,2015,18,10,6,2015,GRAND LARCENY,FELONY,F,5,MANHATTAN,N.Y. POLICE DEPT,984179,202071,"(40.7213231540001, -74.000257587)"
749978,49c7ce0c,10/6/2015 19:00,Tuesday,Oct,6,2015,19,10,6,2015,GRAND LARCENY,FELONY,G,66,BROOKLYN,N.Y. POLICE DEPT,992754,171174,"(40.6365137940001, -73.969361345)"
749979,c15a78a1,10/6/2015 19:00,Tuesday,Oct,6,2015,19,10,7,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,77,BROOKLYN,N.Y. POLICE DEPT,1000320,183659,"(40.670771899, -73.942071142)"
749980,73c84992,10/6/2015 19:00,Tuesday,Oct,6,2015,19,10,7,2015,FELONY ASSAULT,FELONY,E,105,QUEENS,N.Y. POLICE DEPT,1052998,185770,"(40.67631376, -73.7521527599999)"
750296,c0e6ad30,10/6/2015 20:00,Tuesday,Oct,6,2015,20,10,6,2015,GRAND LARCENY,FELONY,F,14,MANHATTAN,N.Y. POLICE DEPT,985994,213198,"(40.751863853, -73.993706898)"
750299,4118941c,10/6/2015 20:00,Tuesday,Oct,6,2015,20,10,8,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,F,44,BRONX,N.Y. POLICE DEPT,1005721,241697,"(40.830060023, -73.922415937)"
750302,79038503,10/6/2015 20:10,Tuesday,Oct,6,2015,20,10,6,2015,GRAND LARCENY,FELONY,E,6,MANHATTAN,N.Y. POLICE DEPT,983439,205080,"(40.729582092, -74.002927579)"
