OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
5440,aae098f0,10/2/2015 12:11,Monday,Oct,2,2015,12,11,23,2015,GRAND LARCENY,FELONY,B,25,MANHATTAN,N.Y. POLICE DEPT,1001575,232339,"(40.8043840460001, -73.9374216689999)"
17589,ea9926ff,12/10/2015 16:45,Sunday,Dec,10,2015,16,12,10,2015,FELONY ASSAULT,FELONY,C,18,MANHATTAN,N.Y. POLICE DEPT,991707,216641,"(40.7613110390001, -73.973083376)"
713631,ab905411,2/13/2015 0:01,Friday,Feb,13,2015,0,5,22,2015,GRAND LARCENY,FELONY,B,67,BROOKLYN,N.Y. POLICE DEPT,998258,176200,"(40.65030209, -73.9495198819999)"
713632,6032359b,2/13/2015 0:01,Friday,Feb,13,2015,0,8,27,2015,GRAND LARCENY,FELONY,C,71,BROOKLYN,N.Y. POLICE DEPT,995754,179075,"(40.6581969440001, -73.958538808)"
713636,c6c5e86f,2/13/2015 0:15,Friday,Feb,13,2015,0,2,13,2015,GRAND LARCENY,FELONY,A,13,MANHATTAN,N.Y. POLICE DEPT,988754,205909,"(40.7318563860001, -73.9837502199999)"
713637,a9b49f7c,2/13/2015 0:15,Friday,Feb,13,2015,0,2,17,2015,GRAND LARCENY,FELONY,C,18,MANHATTAN,N.Y. POLICE DEPT,992252,217131,"(40.7626554870001, -73.9711154669999)"
713638,a7e893d3,2/13/2015 0:30,Friday,Feb,13,2015,0,2,23,2015,GRAND LARCENY,FELONY,A,10,MANHATTAN,N.Y. POLICE DEPT,983088,209816,"(40.7425812060001, -74.004194825)"
713946,9c0f8a75,2/13/2015 2:00,Friday,Feb,13,2015,2,2,13,2015,BURGLARY,FELONY,B,69,BROOKLYN,N.Y. POLICE DEPT,1011717,173910,"(40.643985023, -73.9010261449999)"
713947,2f9b62b,2/13/2015 2:00,Friday,Feb,13,2015,2,3,4,2015,GRAND LARCENY,FELONY,B,20,MANHATTAN,N.Y. POLICE DEPT,987189,220929,"(40.7730831470001, -73.9893904529999)"
713951,149d446e,2/13/2015 3:20,Friday,Feb,13,2015,3,2,13,2015,FELONY ASSAULT,FELONY,A,110,QUEENS,N.Y. POLICE DEPT,1016282,211662,"(40.7475900800001, -73.884396999)"
713954,efa189a5,2/13/2015 3:39,Friday,Feb,13,2015,3,2,13,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,68,BROOKLYN,N.Y. POLICE DEPT,980694,162752,"(40.6134005330001, -74.0128093499999)"
713961,c3cd0e41,2/13/2015 6:00,Friday,Feb,13,2015,6,2,13,2015,FELONY ASSAULT,FELONY,C,61,BROOKLYN,N.Y. POLICE DEPT,995805,153724,"(40.5886136840001, -73.958398385)"
714262,c288c861,2/13/2015 6:00,Friday,Feb,13,2015,6,2,14,2015,BURGLARY,FELONY,B,107,QUEENS,N.Y. POLICE DEPT,1037750,198324,"(40.710876791, -73.807024586)"
714264,91fe53b4,2/13/2015 6:00,Friday,Feb,13,2015,6,2,13,2015,BURGLARY,FELONY,C,40,BRONX,N.Y. POLICE DEPT,1007977,235114,"(40.81198578, -73.914287154)"
714267,bf605d86,2/13/2015 6:49,Friday,Feb,13,2015,6,2,17,2015,GRAND LARCENY,FELONY,A,43,BRONX,N.Y. POLICE DEPT,1020316,239179,"(40.823101299, -73.8696904609999)"
714268,45254fc6,2/13/2015 7:00,Friday,Feb,13,2015,7,2,13,2015,ROBBERY,FELONY,C,70,BROOKLYN,N.Y. POLICE DEPT,995288,166651,"(40.624096319, -73.960238686)"
714273,54f62b78,2/13/2015 7:30,Friday,Feb,13,2015,7,3,3,2015,RAPE,FELONY,B,34,MANHATTAN,N.Y. POLICE DEPT,1002106,249501,"(40.8514877740001, -73.9354579669999)"
714275,444ee716,2/13/2015 7:50,Friday,Feb,13,2015,7,2,13,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,48,BRONX,N.Y. POLICE DEPT,1014938,252245,"(40.8589839570001, -73.889062042)"
714276,8fe6db4,2/13/2015 8:00,Friday,Feb,13,2015,8,2,14,2015,BURGLARY,FELONY,A,105,QUEENS,N.Y. POLICE DEPT,1049321,181687,"(40.6651346690001, -73.765448342)"
714583,8fe600ec,2/13/2015 8:20,Friday,Feb,13,2015,8,2,13,2015,ROBBERY,FELONY,A,79,BROOKLYN,N.Y. POLICE DEPT,1001306,186673,"(40.679042806, -73.938509112)"
714587,263f023,2/13/2015 8:30,Friday,Feb,13,2015,8,2,13,2015,FELONY ASSAULT,FELONY,C,41,BRONX,N.Y. POLICE DEPT,1015551,236000,"(40.8143940140001, -73.886921812)"
714591,2cfc4036,2/13/2015 9:00,Friday,Feb,13,2015,9,2,20,2015,GRAND LARCENY,FELONY,B,6,MANHATTAN,N.Y. POLICE DEPT,985221,205984,"(40.7320633360001, -73.996497897)"
714904,cebb17a6,2/13/2015 10:16,Friday,Feb,13,2015,10,2,15,2015,GRAND LARCENY,FELONY,C,61,BROOKLYN,N.Y. POLICE DEPT,998549,154120,"(40.5896966230001, -73.948517949)"
714905,9861ed1b,2/13/2015 10:57,Friday,Feb,13,2015,10,2,13,2015,BURGLARY,FELONY,A,110,QUEENS,N.Y. POLICE DEPT,1016495,210695,"(40.744935135, -73.883632911)"
714908,b5ee8c1e,2/13/2015 11:00,Friday,Feb,13,2015,11,2,13,2015,GRAND LARCENY,FELONY,A,113,QUEENS,PORT AUTHORITY,1046367,186986,"(40.679700408, -73.776047368)"
714910,f024e2b7,2/13/2015 12:00,Friday,Feb,13,2015,12,3,12,2015,BURGLARY,FELONY,B,120,STATEN ISLAND,N.Y. POLICE DEPT,961580,163524,"(40.615491223, -74.08165623)"
714912,30a45ad4,2/13/2015 12:00,Friday,Feb,13,2015,12,2,14,2015,GRAND LARCENY,FELONY,C,9,MANHATTAN,N.Y. POLICE DEPT,988329,202922,"(40.7236580040001, -73.985285504)"
714913,5b3dceb9,2/13/2015 12:00,Friday,Feb,13,2015,12,2,13,2015,BURGLARY,FELONY,A,115,QUEENS,N.Y. POLICE DEPT,1022128,216309,"(40.760321794, -73.863272463)"
714918,21bbb88f,2/13/2015 12:30,Friday,Feb,13,2015,12,2,16,2015,GRAND LARCENY,FELONY,A,14,MANHATTAN,N.Y. POLICE DEPT,989656,211329,"(40.746732438, -73.980491289)"
715226,c4f02658,2/13/2015 13:00,Friday,Feb,13,2015,13,2,15,2015,BURGLARY,FELONY,A,70,BROOKLYN,N.Y. POLICE DEPT,994965,166160,"(40.622749023, -73.961403025)"
715229,e87a808b,2/13/2015 13:00,Friday,Feb,13,2015,13,2,20,2015,GRAND LARCENY,FELONY,A,26,MANHATTAN,N.Y. POLICE DEPT,994831,232862,"(40.805830187, -73.9617809009999)"
715230,18560d26,2/13/2015 13:00,Friday,Feb,13,2015,13,2,13,2015,GRAND LARCENY,FELONY,B,52,BRONX,N.Y. POLICE DEPT,1010546,253615,"(40.862758367, -73.9049340619999)"
715233,da2d2a18,2/13/2015 13:07,Friday,Feb,13,2015,13,2,13,2015,ROBBERY,FELONY,B,83,BROOKLYN,N.Y. POLICE DEPT,1007937,189348,"(40.68636981, -73.914592848)"
715236,53fb5f5a,2/13/2015 13:15,Friday,Feb,13,2015,13,2,13,2015,ROBBERY,FELONY,B,23,MANHATTAN,N.Y. HOUSING POLICE,998321,225939,"(40.7868235620001, -73.9491888759999)"
715241,8b22e593,2/13/2015 13:45,Friday,Feb,13,2015,13,2,13,2015,GRAND LARCENY,FELONY,A,79,BROOKLYN,N.Y. POLICE DEPT,999010,186973,"(40.6798703640001, -73.9467862669999)"
715545,52067223,2/13/2015 14:00,Friday,Feb,13,2015,14,3,1,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,122,STATEN ISLAND,N.Y. POLICE DEPT,951772,144517,"(40.5632903200001, -74.116892148)"
715546,ce956407,2/13/2015 14:00,Friday,Feb,13,2015,14,2,13,2015,BURGLARY,FELONY,C,102,QUEENS,N.Y. POLICE DEPT,1028241,192139,"(40.6939528280001, -73.841364287)"
715551,b65a153e,2/13/2015 14:10,Friday,Feb,13,2015,14,2,13,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,72,BROOKLYN,N.Y. POLICE DEPT,983245,178480,"(40.6565712140001, -74.003623569)"
715555,279f477f,2/13/2015 14:30,Friday,Feb,13,2015,14,2,13,2015,BURGLARY,FELONY,B,103,QUEENS,N.Y. POLICE DEPT,1042649,196826,"(40.7067341690001, -73.7893667339999)"
715559,19b5c3f1,2/13/2015 15:00,Friday,Feb,13,2015,15,2,23,2015,GRAND LARCENY,FELONY,B,107,QUEENS,N.Y. POLICE DEPT,1035991,197774,"(40.7093776350001, -73.813373584)"
715865,ef7fc80f,2/13/2015 15:15,Friday,Feb,13,2015,15,2,13,2015,GRAND LARCENY,FELONY,C,103,QUEENS,N.Y. POLICE DEPT,1046484,199722,"(40.714656834, -73.775507868)"
715870,3d79946d,2/13/2015 15:30,Friday,Feb,13,2015,15,2,15,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,90,BROOKLYN,N.Y. POLICE DEPT,994026,195548,"(40.703413669, -73.9647429569999)"
715871,a59fe586,2/13/2015 15:30,Friday,Feb,13,2015,15,2,24,2015,GRAND LARCENY,FELONY,A,5,MANHATTAN,N.Y. POLICE DEPT,985184,198231,"(40.710783222, -73.996632474)"
715872,1a2652a2,2/13/2015 15:30,Friday,Feb,13,2015,15,2,16,2015,BURGLARY,FELONY,B,20,MANHATTAN,N.Y. POLICE DEPT,987462,221421,"(40.774433463, -73.9884045759999)"
715878,7e76465,2/13/2015 16:00,Friday,Feb,13,2015,16,2,17,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,90,BROOKLYN,N.Y. POLICE DEPT,995520,196636,"(40.7063981970001, -73.959352821)"
715881,ab9587c3,2/13/2015 16:00,Friday,Feb,13,2015,16,2,17,2015,GRAND LARCENY,FELONY,B,19,MANHATTAN,N.Y. POLICE DEPT,995812,220892,"(40.7729745190001, -73.958257949)"
715883,127fa65a,2/13/2015 16:00,Friday,Feb,13,2015,16,2,14,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,44,BRONX,N.Y. POLICE DEPT,1003318,238263,"(40.8206401850001, -73.931108939)"
716191,a73160c8,2/13/2015 16:00,Friday,Feb,13,2015,16,2,16,2015,GRAND LARCENY,FELONY,C,52,BRONX,N.Y. POLICE DEPT,1011456,255094,"(40.8668150140001, -73.9016381559999)"
716192,667f7e,2/13/2015 16:04,Friday,Feb,13,2015,16,2,13,2015,GRAND LARCENY,FELONY,B,19,MANHATTAN,N.Y. POLICE DEPT,994282,221287,"(40.7740605600001, -73.963781279)"
716194,bb79fda2,2/13/2015 16:40,Friday,Feb,13,2015,16,2,16,2015,BURGLARY,FELONY,C,79,BROOKLYN,N.Y. POLICE DEPT,1000909,188916,"(40.6852000860001, -73.939934878)"
716195,3213bbe2,2/13/2015 16:45,Friday,Feb,13,2015,16,2,13,2015,FELONY ASSAULT,FELONY,A,41,BRONX,DEPT OF CORRECTIONS,1016268,227533,"(40.7911518670001, -73.884371919)"
716198,1.07E+87,2/13/2015 17:00,Friday,Feb,13,2015,17,2,18,2015,GRAND LARCENY,FELONY,A,88,BROOKLYN,N.Y. POLICE DEPT,995318,187771,"(40.682066079, -73.9600959589999)"
716200,c102fd56,2/13/2015 17:00,Friday,Feb,13,2015,17,2,15,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,94,BROOKLYN,N.Y. POLICE DEPT,999955,205250,"(40.730034797, -73.943336575)"
716207,ab395e10,2/13/2015 17:15,Friday,Feb,13,2015,17,2,16,2015,BURGLARY,FELONY,C,72,BROOKLYN,N.Y. POLICE DEPT,984624,180868,"(40.6631257980001, -73.9986533759999)"
716508,9c83c210,2/13/2015 17:30,Friday,Feb,13,2015,17,2,14,2015,BURGLARY,FELONY,B,62,BROOKLYN,N.Y. POLICE DEPT,991757,157479,"(40.5989247580001, -73.9729687829999)"
716511,3d56dc98,2/13/2015 17:30,Friday,Feb,13,2015,17,2,14,2015,GRAND LARCENY,FELONY,C,94,BROOKLYN,N.Y. POLICE DEPT,996943,207673,"(40.7366901720001, -73.954199535)"
716514,c618b065,2/13/2015 17:40,Friday,Feb,13,2015,17,2,17,2015,GRAND LARCENY,FELONY,C,14,MANHATTAN,N.Y. POLICE DEPT,987220,212676,"(40.7504307680001, -73.989282176)"
716516,b80837b2,2/13/2015 17:45,Friday,Feb,13,2015,17,2,14,2015,BURGLARY,FELONY,B,48,BRONX,N.Y. POLICE DEPT,1012669,250286,"(40.8536146860001, -73.897272944)"
716519,f21edeb7,2/13/2015 17:50,Friday,Feb,13,2015,17,2,13,2015,ROBBERY,FELONY,A,28,MANHATTAN,N.Y. HOUSING POLICE,997875,230878,"(40.800380481, -73.950789433)"
716520,8b207431,2/13/2015 18:00,Friday,Feb,13,2015,18,2,13,2015,GRAND LARCENY,FELONY,C,63,BROOKLYN,N.Y. POLICE DEPT,1005320,165291,"(40.6203452250001, -73.924104155)"
716525,243ba3c6,2/13/2015 18:00,Friday,Feb,13,2015,18,2,18,2015,GRAND LARCENY,FELONY,B,45,BRONX,N.Y. POLICE DEPT,1035081,236306,"(40.815143113, -73.816364555)"
716526,cb0e12b6,2/13/2015 18:15,Friday,Feb,13,2015,18,2,13,2015,GRAND LARCENY,FELONY,C,48,BRONX,N.Y. POLICE DEPT,1012975,247755,"(40.8466668520001, -73.896177665)"
716528,cbeea477,2/13/2015 18:25,Friday,Feb,13,2015,18,2,13,2015,GRAND LARCENY,FELONY,B,34,MANHATTAN,N.Y. POLICE DEPT,1002522,250305,"(40.853693664, -73.933952075)"
716834,fc325eb0,2/13/2015 18:30,Friday,Feb,13,2015,18,2,15,2015,GRAND LARCENY,FELONY,C,19,MANHATTAN,N.Y. POLICE DEPT,995656,223767,"(40.780865841, -73.9588162919999)"
716836,19a2bf8f,2/13/2015 18:40,Friday,Feb,13,2015,18,2,14,2015,GRAND LARCENY,FELONY,C,18,MANHATTAN,N.Y. POLICE DEPT,993000,216864,"(40.7619219330001, -73.968415651)"
716837,13ab1e25,2/13/2015 18:45,Friday,Feb,13,2015,18,2,13,2015,ROBBERY,FELONY,C,120,STATEN ISLAND,N.Y. POLICE DEPT,960423,163102,"(40.6143298850001, -74.085822121)"
716838,4695f884,2/13/2015 19:00,Friday,Feb,13,2015,19,2,14,2015,BURGLARY,FELONY,C,77,BROOKLYN,N.Y. POLICE DEPT,996216,184738,"(40.6737400100001, -73.956863621)"
716839,aea3c06,2/13/2015 19:00,Friday,Feb,13,2015,19,2,14,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,103,QUEENS,N.Y. POLICE DEPT,1038136,196067,"(40.7046795310001, -73.805650333)"
716840,45f4dae,2/13/2015 19:00,Friday,Feb,13,2015,19,2,13,2015,GRAND LARCENY,FELONY,C,13,MANHATTAN,N.Y. POLICE DEPT,987033,207016,"(40.734895538, -73.989959434)"
716842,696e9447,2/13/2015 19:00,Friday,Feb,13,2015,19,2,14,2015,BURGLARY,FELONY,A,10,MANHATTAN,N.Y. POLICE DEPT,984449,209482,"(40.7416645330001, -73.9992833159999)"
716845,cf7ef707,2/13/2015 19:19,Friday,Feb,13,2015,19,2,13,2015,BURGLARY,FELONY,C,28,MANHATTAN,N.Y. POLICE DEPT,999141,231109,"(40.801012471, -73.946216267)"
716846,13f3db9f,2/13/2015 19:20,Friday,Feb,13,2015,19,2,14,2015,GRAND LARCENY,FELONY,A,25,MANHATTAN,N.Y. POLICE DEPT,1002996,229133,"(40.795581553, -73.932297815)"
717157,2029ead0,2/13/2015 19:30,Friday,Feb,13,2015,19,2,14,2015,GRAND LARCENY,FELONY,A,110,QUEENS,N.Y. POLICE DEPT,1014231,210372,"(40.7440565470001, -73.891804861)"
717167,e8a9c087,2/13/2015 20:30,Friday,Feb,13,2015,20,2,13,2015,FELONY ASSAULT,FELONY,A,121,STATEN ISLAND,N.Y. POLICE DEPT,938112,170556,"(40.6347014310001, -74.1662332399999)"
717173,2eeb2350,2/13/2015 20:48,Friday,Feb,13,2015,20,2,21,2015,GRAND LARCENY,FELONY,A,63,BROOKLYN,N.Y. POLICE DEPT,1006189,161784,"(40.6107171290001, -73.9209852829999)"
717175,82492a0c,2/13/2015 21:00,Friday,Feb,13,2015,21,2,14,2015,GRAND LARCENY,FELONY,C,90,BROOKLYN,N.Y. POLICE DEPT,996374,197168,"(40.7078572830001, -73.9562716579999)"
717487,bd6528ca,2/13/2015 21:30,Friday,Feb,13,2015,21,2,15,2015,GRAND LARCENY,FELONY,A,18,MANHATTAN,N.Y. POLICE DEPT,990505,214176,"(40.754546175, -73.977424615)"
717492,e863399,2/13/2015 22:00,Friday,Feb,13,2015,22,2,13,2015,GRAND LARCENY,FELONY,A,33,MANHATTAN,N.Y. POLICE DEPT,1000481,243059,"(40.833809505, -73.941347389)"
717494,229cd041,2/13/2015 22:20,Friday,Feb,13,2015,22,2,14,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,100,QUEENS,N.Y. POLICE DEPT,1036549,153377,"(40.5875144890001, -73.8117051249999)"
717797,9f89978b,2/13/2015 23:00,Friday,Feb,13,2015,23,2,14,2015,GRAND LARCENY,FELONY,B,106,QUEENS,N.Y. POLICE DEPT,1028321,178458,"(40.6564012210001, -73.8411652519999)"
717799,e246f00e,2/13/2015 23:00,Friday,Feb,13,2015,23,2,16,2015,GRAND LARCENY,FELONY,C,7,MANHATTAN,N.Y. POLICE DEPT,987559,201831,"(40.720663793, -73.9880639949999)"
717800,1973bf44,2/13/2015 23:00,Friday,Feb,13,2015,23,2,14,2015,GRAND LARCENY,FELONY,B,9,MANHATTAN,N.Y. POLICE DEPT,990266,204895,"(40.7290723040001, -73.978295562)"
717804,5d3e1d24,2/13/2015 23:15,Friday,Feb,13,2015,23,2,13,2015,ROBBERY,FELONY,A,81,BROOKLYN,N.Y. POLICE DEPT,1001180,192508,"(40.695058784, -73.938948721)"
717805,655a1e71,2/13/2015 23:20,Friday,Feb,13,2015,23,2,13,2015,ROBBERY,FELONY,B,61,BROOKLYN,N.Y. POLICE DEPT,1002396,153444,"(40.587834098, -73.934668661)"
717806,426454f6,2/13/2015 23:30,Friday,Feb,13,2015,23,2,14,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,70,BROOKLYN,N.Y. POLICE DEPT,995483,162577,"(40.6129137890001, -73.9595430049999)"
717807,728f1e4b,2/13/2015 23:30,Friday,Feb,13,2015,23,2,14,2015,GRAND LARCENY,FELONY,A,6,MANHATTAN,N.Y. POLICE DEPT,984234,204728,"(40.728615975, -74.0000591749999)"
717810,5590820e,2/15/2015 0:00,Sunday,Feb,15,2015,0,2,15,2015,GRAND LARCENY,FELONY,B,60,BROOKLYN,N.Y. POLICE DEPT,993742,149372,"(40.576670753, -73.965832198)"
717812,9c50b77b,2/15/2015 0:00,Sunday,Feb,15,2015,0,2,16,2015,GRAND LARCENY,FELONY,C,7,MANHATTAN,N.Y. POLICE DEPT,987591,201576,"(40.719963868, -73.98794868)"
717814,25d95367,2/15/2015 0:01,Sunday,Feb,15,2015,0,10,5,2015,GRAND LARCENY,FELONY,A,19,MANHATTAN,N.Y. POLICE DEPT,993361,218006,"(40.7650560640001, -73.9671109619999)"
717815,67738a7c,2/15/2015 0:04,Sunday,Feb,15,2015,0,2,15,2015,FELONY ASSAULT,FELONY,A,113,QUEENS,N.Y. POLICE DEPT,1040817,183616,"(40.670487746, -73.796085317)"
718124,1519050d,2/15/2015 0:15,Sunday,Feb,15,2015,0,2,15,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,43,BRONX,N.Y. POLICE DEPT,1021215,237985,"(40.819820393, -73.8664488439999)"
718127,4b066550,2/15/2015 0:30,Sunday,Feb,15,2015,0,2,15,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,75,BROOKLYN,N.Y. POLICE DEPT,1014980,186801,"(40.6793572300001, -73.8892094289999)"
718130,1b5ea86e,2/15/2015 1:00,Sunday,Feb,15,2015,1,2,15,2015,BURGLARY,FELONY,C,61,BROOKLYN,N.Y. POLICE DEPT,996379,152277,"(40.5846411890001, -73.9563343309999)"
718131,6eba597b,2/15/2015 1:00,Sunday,Feb,15,2015,1,2,17,2015,GRAND LARCENY,FELONY,C,7,MANHATTAN,N.Y. POLICE DEPT,987721,202253,"(40.7218220190001, -73.9874793509999)"
718133,209129bf,2/15/2015 1:00,Sunday,Feb,15,2015,1,2,19,2015,GRAND LARCENY,FELONY,B,28,MANHATTAN,N.Y. POLICE DEPT,997004,231211,"(40.801295775, -73.953934757)"
718138,40dad343,2/15/2015 1:30,Sunday,Feb,15,2015,1,2,15,2015,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,120,STATEN ISLAND,N.Y. POLICE DEPT,961580,163524,"(40.615491223, -74.08165623)"
718141,6553d5b7,2/15/2015 1:32,Sunday,Feb,15,2015,1,2,15,2015,GRAND LARCENY,FELONY,A,105,QUEENS,N.Y. POLICE DEPT,1044018,182147,"(40.6664346490001, -73.78455923)"
718144,b2964994,2/15/2015 1:50,Sunday,Feb,15,2015,1,2,16,2015,GRAND LARCENY,FELONY,A,63,BROOKLYN,N.Y. POLICE DEPT,1007243,162728,"(40.613305542, -73.9171859529999)"
718442,90b66149,2/15/2015 2:00,Sunday,Feb,15,2015,2,2,17,2015,BURGLARY,FELONY,A,83,BROOKLYN,N.Y. POLICE DEPT,1010783,187071,"(40.6801118930001, -73.904339953)"
718447,223c4b2,2/15/2015 2:00,Sunday,Feb,15,2015,2,2,16,2015,GRAND LARCENY,FELONY,C,10,MANHATTAN,N.Y. POLICE DEPT,982532,209681,"(40.7422105740001, -74.006201259)"
718448,e949c695,2/15/2015 2:00,Sunday,Feb,15,2015,2,2,15,2015,GRAND LARCENY,FELONY,C,14,MANHATTAN,N.Y. POLICE DEPT,987897,211692,"(40.7477296820001, -73.9868392929999)"
718452,dad077ae,2/15/2015 2:10,Sunday,Feb,15,2015,2,2,15,2015,BURGLARY,FELONY,B,60,BROOKLYN,N.Y. POLICE DEPT,994833,149681,"(40.577517662, -73.9619043389999)"
718455,1a5b6fb8,2/15/2015 2:30,Sunday,Feb,15,2015,2,2,16,2015,ROBBERY,FELONY,B,34,MANHATTAN,N.Y. POLICE DEPT,1002967,251614,"(40.8572855460001, -73.932339841)"
718460,805ab6f5,2/15/2015 2:50,Sunday,Feb,15,2015,2,2,15,2015,FELONY ASSAULT,FELONY,B,75,BROOKLYN,N.Y. POLICE DEPT,1017950,187719,"(40.681866121, -73.8784969989999)"
718768,47229d0d,2/15/2015 3:00,Sunday,Feb,15,2015,3,2,15,2015,FELONY ASSAULT,FELONY,B,103,QUEENS,N.Y. POLICE DEPT,1043246,197198,"(40.707751257, -73.7872102109999)"
718770,170688ea,2/15/2015 3:00,Sunday,Feb,15,2015,3,2,18,2015,FELONY ASSAULT,FELONY,B,48,BRONX,N.Y. POLICE DEPT,1016031,249137,"(40.850449563, -73.885125504)"
718774,911a772b,2/15/2015 3:30,Sunday,Feb,15,2015,3,2,15,2015,FELONY ASSAULT,FELONY,A,81,BROOKLYN,N.Y. POLICE DEPT,1001698,193586,"(40.6980166380001, -73.937077926)"
718776,aa5b1530,2/15/2015 3:45,Sunday,Feb,15,2015,3,2,15,2015,FELONY ASSAULT,FELONY,B,71,BROOKLYN,N.Y. POLICE DEPT,996526,182939,"(40.6688017330001, -73.955749337)"
718782,c51c04ab,2/15/2015 4:00,Sunday,Feb,15,2015,4,2,15,2015,ROBBERY,FELONY,C,23,MANHATTAN,N.Y. POLICE DEPT,997587,227251,"(40.790425789, -73.95183686)"
718784,f892d488,2/15/2015 4:08,Sunday,Feb,15,2015,4,2,15,2015,FELONY ASSAULT,FELONY,B,120,STATEN ISLAND,N.Y. POLICE DEPT,961580,163524,"(40.615491223, -74.08165623)"
718786,cfbed070,2/15/2015 4:10,Sunday,Feb,15,2015,4,2,15,2015,ROBBERY,FELONY,A,34,MANHATTAN,N.Y. POLICE DEPT,1003133,249705,"(40.8520455570001, -73.931745131)"
718787,c600420c,2/15/2015 4:11,Sunday,Feb,15,2015,4,2,15,2015,BURGLARY,FELONY,B,110,QUEENS,N.Y. POLICE DEPT,1017456,207939,"(40.73736705, -73.8801783819999)"
719088,938995f5,2/15/2015 4:30,Sunday,Feb,15,2015,4,2,15,2015,GRAND LARCENY,FELONY,C,14,MANHATTAN,N.Y. POLICE DEPT,987897,211692,"(40.7477296820001, -73.9868392929999)"
719096,85022346,2/15/2015 5:00,Sunday,Feb,15,2015,5,2,15,2015,ROBBERY,FELONY,C,33,MANHATTAN,N.Y. POLICE DEPT,1001366,247954,"(40.8472431820001, -73.938136769)"
719099,854e5105,2/15/2015 5:18,Sunday,Feb,15,2015,5,2,15,2015,FELONY ASSAULT,FELONY,C,19,MANHATTAN,N.Y. POLICE DEPT,995519,223518,"(40.7801825770001, -73.9593113939999)"
719102,a4e3d71,2/15/2015 6:00,Sunday,Feb,15,2015,6,2,15,2015,ROBBERY,FELONY,C,34,MANHATTAN,N.Y. POLICE DEPT,1005074,253173,"(40.861559813, -73.9247182349999)"
719408,80183402,2/15/2015 7:00,Sunday,Feb,15,2015,7,2,15,2015,GRAND LARCENY,FELONY,A,41,BRONX,DEPT OF CORRECTIONS,1016268,227533,"(40.7911518670001, -73.884371919)"
719412,fbd36a95,2/15/2015 8:00,Sunday,Feb,15,2015,8,2,21,2015,FELONY ASSAULT,FELONY,B,48,BRONX,N.Y. POLICE DEPT,1016031,249137,"(40.850449563, -73.885125504)"
719413,f68a6f91,2/15/2015 8:35,Sunday,Feb,15,2015,8,2,15,2015,GRAND LARCENY,FELONY,A,63,BROOKLYN,N.Y. POLICE DEPT,1005804,161486,"(40.609900125, -73.922372861)"
719417,145959c,2/15/2015 9:00,Sunday,Feb,15,2015,9,2,16,2015,BURGLARY,FELONY,B,100,QUEENS,N.Y. HOUSING POLICE,1037418,153512,"(40.587879866, -73.808575342)"
719731,6d157f84,2/15/2015 11:30,Sunday,Feb,15,2015,11,2,16,2015,BURGLARY,FELONY,A,121,STATEN ISLAND,N.Y. POLICE DEPT,938021,167011,"(40.6249706950001, -74.1665368229999)"
719734,c33430d,2/15/2015 11:45,Sunday,Feb,15,2015,11,2,17,2015,BURGLARY,FELONY,C,61,BROOKLYN,N.Y. POLICE DEPT,996477,153005,"(40.586639271, -73.955980192)"
719739,3aa6b0fb,2/15/2015 12:00,Sunday,Feb,15,2015,12,5,7,2015,GRAND LARCENY,FELONY,A,102,QUEENS,N.Y. POLICE DEPT,1034382,195195,"(40.702308165, -73.8191963689999)"
719741,43e52db7,2/15/2015 12:00,Sunday,Feb,15,2015,12,8,26,2015,GRAND LARCENY,FELONY,C,13,MANHATTAN,N.Y. POLICE DEPT,988736,207387,"(40.7359131420001, -73.9838141819999)"
719743,7.98E+04,2/15/2015 12:00,Sunday,Feb,15,2015,12,3,3,2015,GRAND LARCENY,FELONY,A,26,MANHATTAN,N.Y. POLICE DEPT,995131,231796,"(40.802903945, -73.960698974)"
719745,332ad6c9,2/15/2015 12:45,Sunday,Feb,15,2015,12,2,15,2015,ROBBERY,FELONY,A,28,MANHATTAN,N.Y. TRANSIT POLICE,998181,231480,"(40.80203233, -73.949682945)"
719746,b9a1cdb5,2/15/2015 13:00,Sunday,Feb,15,2015,13,2,15,2015,GRAND LARCENY,FELONY,A,18,MANHATTAN,N.Y. POLICE DEPT,991401,213978,"(40.754002036, -73.9741907979999)"
